NO,XX,腔調,客語
8991,,大埔,子女恁多，一定會大細心。
8173,,大埔,子女無法度體會爺哀个辛苦。
8619,,大埔,子女愛對爺哀賢孝。
9085,,大埔,小可事情，緊張麼个？
37420,,大埔,小姐/先生，𠊎愛點菜。
28216,,大埔,山高愛日頭來遮，無會當困難，水愛竹密來擋，竹正會靚。
28212,,大埔,山高難遮日，竹密難擋水。
33932,,大埔,山溝脣有一頭恁靚个山魯萁，當驚分人倒／斬來做花盆。
9909,,大埔,山路無人行，兩下半斯塞弄弄。
8776,,大埔,山路當彎。
10175,,大埔,工人挖大路，毋堵好同水管挖斷撇。
11971,,大埔,工人靠苦力賺錢。
8627,,大埔,工地做事發生意外。
8434,,大埔,工廠開放分人參觀。
33043,,大埔,已經有真久無燒暖爐咧。
33849,,大埔,已經有真久無燒暖爐咧。
33947,,大埔,已經有真久無燒暖爐咧。
34044,,大埔,已經有真久無燒暖爐咧。
34142,,大埔,已經有真久無燒暖爐咧。
10323,,大埔,才人無貌，爛扇多風。
9128,,大埔,不管仰脣，你還係愛來。
10273,,大埔,不管風雨幾大，佢透風落雨走撇全程。
9600,,大埔,中風恁多年，搵在眠床項毋會停動，單淨拖命忒等。
8939,,大埔,中華民族。
9360,,大埔,五月愛納稅。
11905,,大埔,五月節阿奶會䌈粽。
11904,,大埔,五月節食粽。
37433,,大埔,五月節愛食粽。
10015,,大埔,五年前，厥爺哀斯無在咧！
9178,,大埔,仁愛路三巷五號。
36576,,大埔,今个人真享福，三餐毋係魚斯係肉，頭擺愛過年正食得著个，這下，閒時節斯食到足足。過年，豬肉雞肉餐餐有，豐湧去無麼个奇巧，顛倒會想食長年菜。長年菜係麼个菜？簡單講，斯係肥湯炆个大菜。過年煠牲儀个肥湯，一時用毋撇，斯拿來炆大菜，炆都幾下鑊頭，留起來過撇年食。大菜係種來滷鹹菜个青菜，係過年時節大量出產个大綱菜，食都毋得去，用來炆長年菜，實在係老祖公个智慧。過年天時較冷，在無冰箱个年代，也真耐放，毋過恁多，三五日食毋撇，斯愛不時暖畀滾，正毋會臭餿撇。奇妙斯在這，暖過个比正炆好个還較入味，大自家食都會相搶。長年菜算來毋係麼个好料，有人講係分長年食个菜；有人講一樣菜食到年長月久，正安做長年菜。也有人講食了較長壽，係三十暗晡定著愛食个吉祥菜，所以菜莖愛切到幾下寸長。恁泥講，已像較有文化个味瑞(緒)。毋過到底係仰脣？該斯由在你愐哩喲。
25089,,大埔,今年80歲个阿和叔，同餔娘兩老戴在山林壁壢角个南投信義鄉莊下，身邊斯一個倈安到阿榮牯。十外年來，阿榮牯直直在臺北食頭路，十年前同厥細妹同事月雲小姐結婚。降有一個倈、一個妹，這下兩個細人都讀小學咧。
8421,,大埔,今年收入減少已多。
9395,,大埔,今年收成罔罔。
9222,,大埔,今年係閏年。
11144,,大埔,今晡十五，月光又大又圓。
37479,,大埔,今晡日十點愛開會喔！
9634,,大埔,今晡日个日頭已烈，又無半點風，試著翕翕。
10599,,大埔,今晡日个生理拗蠻好。
37488,,大埔,今晡日个報紙你有看吂？
37422,,大埔,今晡日个菜口味仰脣？
37480,,大埔,今晡日天時已好。
10435,,大埔,今晡日毋好在屋家食飯，𠊎斯無按算煮飯哦！
10726,,大埔,今晡日先生無同人看病。
37421,,大埔,今晡日有買一送一个活動。
10678,,大埔,今晡日事頭正做到半爛燦忒等，天光日繼續做撇去。
37042,,大埔,今晡日放尞，毋使去學校。
11291,,大埔,今晡日朋友湊食夜，無在屋家食哦！
10319,,大埔,今晡日係阿國做生日啦！𠊎係來襯鬧熱忒等。
9244,,大埔,今晡日係新曆二月初十。
37482,,大埔,今晡日係禮拜幾？
10568,,大埔,今晡日借个錢，愛到月尾正有好還你哦，使得無？
9643,,大埔,今晡日做到當𤸁，天光日放尞，使得放勢睡。
10564,,大埔,今晡日無閒，另日正去。
9517,,大埔,今晡日愛去參加新生報到。
8239,,大埔,今晡日輪著你倒垃圾。
37015,,大埔,今晡當寒，愛著加兜衫。
10712,,大埔,今晡輪著你掌夜，莫睡撇哦！
10522,,大埔,今這下个人，大半用手機看新聞較多。
9597,,大埔,今這下个漢醫大體都開安做科學中藥个藥粉，較少合水藥喊人自家轉去烳咧。
8950,,大埔,今這下做爺哀儕已衰過，斯像奴才个樣。
9421,,大埔,公司个資金係同人借个。
9369,,大埔,公司派佢出差。
11972,,大埔,公司賺當多錢。
8907,,大埔,公共場所使毋得食菸。
9733,,大埔,六月火囪，偎身毋得。
36044,,大埔,六月緊工時節，過晝邊，係堵著西北雨，耕種人會仰脣？飯無掛食，遽遽去禾埕收穀。
12068,,大埔,六個人在該走相逐。
11973,,大埔,六點正下班。
11239,,大埔,六點愛䟘床，愛記得哦！
9868,,大埔,冇穀無米，割來乜無用。
8132,,大埔,分人嫌到臭屎。
8133,,大埔,分人嫌都臭屎。
8110,,大埔,分人當煩愁。
8321,,大埔,分人踏著，當疾。
8017,,大埔,分人遰著。
9291,,大埔,分人辭頭路。
10742,,大埔,分刀割著，手緊出血。
10950,,大埔,分刀割著。
8181,,大埔,分心理醫生看。
10801,,大埔,分先生罵還緊笑，毋知見笑。
10852,,大埔,分你揣去準準。
11816,,大埔,分佢一垤糖。
25283,,大埔,分佢逼著！無奈何正做這事。
10905,,大埔,分車撞著，好得人無仰脣。
8363,,大埔,分蚊叼。
8632,,大埔,分蚊叼著當癢。
9498,,大埔,分做四個小組。
28061,,大埔,分梨斯係分離，切梨斯係切離，阿妹閼哥愛分離。
28153,,大埔,分梨斯係分離，切梨斯係切離，阿妹閼哥愛分離。
28245,,大埔,分梨斯係分離，切梨斯係切離，阿妹閼哥愛分離。
9686,,大埔,分債務逼著。
8207,,大埔,分債務逼著無路行。
8865,,大埔,分賊偷淨淨。
9695,,大埔,分電掣著。
8189,,大埔,分學生尊敬。
9565,,大埔,分蟲蜒著。
11081,,大埔,分𠊎捉著咧！
37519,,大埔,分𠊎想（愐）一下。
10579,,大埔,切好个配料總下落落去菣香，惜圓正會好食。
11281,,大埔,切做五垤，大家分分哩！
28002,,大埔,壬申過撇斯係癸酉，六十甲子輪流轉。
10588,,大埔,天大光還毋䟘，你想愛睡到日頭晒屎胐係無？
11887,,大埔,天公落雨。
10063,,大埔,天外有天、人外有人，一個人絕對毋好自大。
10573,,大埔,天正甫甫光，佢斯去車頭坐車
10527,,大埔,天光日毋使上班，你做你放勢牯睡，無相干。
11776,,大埔,天光日你定著愛來哦！
8976,,大埔,天光日佢請假，你同佢代理一下好無？
37451,,大埔,天光日使得在屋家打電動。
11664,,大埔,天光日幾多個會來？
11775,,大埔,天光日愛上班。
8450,,大埔,天光日愛出國，好去款包袱咧！
11548,,大埔,天光日愛出國，阿姆斯在該三叮嚀四吩咐。
12034,,大埔,天光日愛考試，愛較拚兜。
37499,,大埔,天光朝晨正聯絡。
11231,,大埔,天光朝晨愛打紅粄。
11232,,大埔,天光朝脣愛打紅粄。
10109,,大埔,天光愛考試，三光半夜火還光光，暗晡夜怕毋使睡咧。
8356,,大埔,天吂光斯聽著雞啼。
9793,,大埔,天甫甫光忒等，阿爹斯去公園運動。
9223,,大埔,天穿日係客人正有个節日。
9240,,大埔,天穿日愛尞天穿。
10696,,大埔,天穿日過，大家都無閒落秧。
31228,,大埔,天庭高个人，面子較大，係一句笑話。
31227,,大埔,天庭高同面子大个人，較會講笑。
8049,,大埔,天時一變，風溼斯擎起來。
11454,,大埔,天時十分熱，當想食冰！
37437,,大埔,天時多變化，愛著較燒暖兜仔。
9848,,大埔,天時恁好，被骨擎出去晒日頭。
9847,,大埔,天時恁寒，去外背晒日頭，會較燒暖。
10732,,大埔,天時恁熱，出去晒會熱著。
10894,,大埔,天時恁熱，你背恁多衫做麼个？
8520,,大埔,天時恁熱，食米篩目加兜冰矻，還較湛。
10054,,大埔,天時恁熱，食罐冰冰个涼水，已舒爽。
9546,,大埔,天時恁熱愛啉加兜水，正毋會燥肚渴。
9683,,大埔,天時恁熱歸身汗，莫緊巴核人背囊！
33900,,大埔,天時恁燒暖，愛食加兜滾水正會止渴。
33998,,大埔,天時恁燒暖，愛食加兜滾水正會止渴。
34095,,大埔,天時恁燒暖，愛食加兜滾水正會止渴。
34193,,大埔,天時恁燒暖，愛食加兜滾水正會止渴。
9025,,大埔,天時敢講又愛轉寒咧？
11734,,大埔,天時熱，冷氣間肚淰淰个人。
11005,,大埔,天時轉寒，緊流濞。
26417,,大埔,天時轉變，阿和伯一身骨節試著已毋鬆爽，怕係老症頭又跋起來咧。
11006,,大埔,天時變化恁大，今年落雹咧。
37483,,大埔,天時變到已涼爽。
10234,,大埔,天頂个雲白雪雪。
11139,,大埔,天頂無麼个雲。
33135,,大埔,天暗轉來咧，喊佢出門愛擎遮，偏偏毋聽人講。
9834,,大埔,巴掌嫲盪啊過去。
10947,,大埔,巴掌嫲盪過去。
8092,,大埔,心肝肚十分不滿。
8141,,大埔,心肝肚十分憂傷。
10791,,大埔,心肝肚毋放心。
8152,,大埔,心肝肚毋盼得。
8088,,大埔,心肝肚發閼。
11651,,大埔,心肝肚當譴。
8115,,大埔,心肝肚艱苦全無人知。
10590,,大埔,心肝窟溫溫疾。
8178,,大埔,心情毋好。
8179,,大埔,心情放寬兜。
10844,,大埔,心情當爽快。
26486,,大埔,心腸毋好个人，到尾還係會害著自家。
8249,,大埔,手分門夾著。
10913,,大埔,手伸較長兜。
8050,,大埔,手脅下緊流汗。
8026,,大埔,手割著無處理好勢，嗄發禍咧。
8484,,大埔,手電愛有電池正會光。
26271,,大埔,手盤手背做下係肉，平平係自家降个，毋好有大細心。
11091,,大埔,手機壞撇斯換過，莫過裝佢咧。
9400,,大埔,手頭已鬆。
9393,,大埔,手頭恁順，逐到都贏。
9391,,大埔,手頭這本書使得借你。
8914,,大埔,日日訓練正會進步。
9192,,大埔,日本當多人坐電車上班。
11163,,大埔,日本當會落雪。
8389,,大埔,日光下看影－自看自大。
11272,,大埔,日伸無幾久，你愛遽遽準備。
25221,,大埔,日客會講華語、學老話，客話無半句。阿芬姐度日客去莊頭个小學辦好轉學手續後，逐日早晨7點半送佢上學，下晝3點接轉屋家。成半下阿芬姐想著斯好笑，當初春蘭讀小學時節，佢當少恁泥做，春蘭也已曉得，毋識分厥姆煩勞。本來，阿芬姐打算自家逐日當晝送飯包去分日客食，學校先生講，毋使恁麻煩，學校个營養午餐一個月正600個銀，煮來還食得。日客同別儕共樣恁泥食，較交得著朋友。阿芬姐愐著也著，斯無堅持自家送飯包。日客喊阿芬姐「外阿婆」，逐日轉來跈緊嘴尾，無三個月，日客个客話斯講著當好，隔壁鄰舍正起勢還有兜閒話，這下逐儕都阿腦日客恁聰明，一半下還會帶兜糖分佢食。阿芬姐盡暢个，係春蘭打電話轉來个時節，日客會參緊用幾句客話同佢打嘴鼓，念月光華華分厥姆聽。
11351,,大埔,日恁短，一下斯斷烏咧！
11737,,大埔,日時頭外背當光，愛使開電火？
10028,,大埔,日時頭啉撇一杯咖啡，暗晡夜斯睡毋落覺。
10017,,大埔,日時頭被骨拿去晒，睡目進前愛先入被。
11736,,大埔,日期確定吂？
8095,,大埔,日過來當自然。
8480,,大埔,日誌愛逐日扯。
29597,,大埔,日頭下毋好看書，忒晟眼。
29600,,大埔,日頭下毋好看書，會得青光眼。
29599,,大埔,日頭下看書，目珠會變光。
29601,,大埔,日頭下看書，目珠會變老花眼。
29598,,大埔,日頭下看書，忒晟眼。
8329,,大埔,日頭分雲遮核。
10044,,大埔,日頭半天高咧，你仰脣到今吂䟘床？
10908,,大埔,日頭恁烈，毋好出去晒。
11143,,大埔,日頭恁烈，在屋家尞較贏！
8657,,大埔,日頭恁烈。
10771,,大埔,日頭晒屎胐，好䟘咧。
11152,,大埔,日頭落山，好轉咧！
25236,,大埔,日頭落山，羊嫲帶緊一陣細羊，愛轉屋咧
9105,,大埔,日頭對西片落山。
9121,,大埔,日還恁久，還吂使決定無相干。
8358,,大埔,月鴿當會認屋。
10722,,大埔,木匠愛將樹筒劈畀直，會先用墨斗彈線。
11975,,大埔,欠數欠恁久，哪久愛還？
9346,,大埔,欠數毋好欠過年。
8337,,大埔,毋向人低頭。
10539,,大埔,毋好一日到暗掌核電視，目珠會看壞撇。
33050,,大埔,毋好去廟項尞恁夜，暗晡頭愛早睡，朝晨頭愛早䟘。
9713,,大埔,毋好企恁脣翕相，毋堵好倒頭椊斯壞咧！
28005,,大埔,毋好同佢共下搞，佢動啊著斯起猴面。
8594,,大埔,毋好同佢行忒偎。
9860,,大埔,毋好在這敲菸屎，去垃圾桶該片敲。
37478,,大埔,毋好為著這來失志。
9637,,大埔,毋好恁死做哦，若身體斯會堪毋得。
11996,,大埔,毋好恁會花錢，較省兜！
8820,,大埔,毋好恁賤，愛較乖兜。
26223,,大埔,毋好喊細人做事，細人做事像狗挷犁个樣。
9812,,大埔,毋好煮恁多，屋家正兩個人，食毋去倒撇當打爽。
10955,,大埔,毋好亂講話。
9134,,大埔,毋好過再搞！
33046,,大埔,毋好像打老鼠个貓公！暗晡頭愛早睡，朝晨頭愛早䟘。
10393,,大埔,毋好對爺哀恁惡，細人看著斯會有樣跈樣。
9409,,大埔,毋好緊同人推銷產品。
10531,,大埔,毋好緊向吾這片滮尿啦！向別位去。
11326,,大埔,毋好緊食菸，對肺毋好。
8216,,大埔,毋好緊㗘菸，對肺毋好。
8300,,大埔,毋好緊撓人。
35765,,大埔,毋好緊撩佢，加下佢起戇面咧，你會食佢毋燥喔。
28062,,大埔,毋好儘採切梨食，這係不祥个兆頭。
28154,,大埔,毋好儘採切梨食，這係不祥个兆頭。
28246,,大埔,毋好儘採切梨食，這係不祥个兆頭。
33048,,大埔,毋好噩夜，暗晡頭愛早睡，朝晨頭愛早䟘。
11798,,大埔,毋好總係罵細人。
9842,,大埔,毋好歸日在屋家搵緊，愛出去行行哩。
25175,,大埔,毋使恁早來，等人走咧你正好來。
11559,,大埔,毋使恁客氣！
10802,,大埔,毋使恁緊張。
26455,,大埔,毋使掛心，𠊎會同你裝到好勢好勢來。
37063,,大埔,毋使細義！
26280,,大埔,毋使細義，這間屋公家个用品歸下便便，你做你安心戴。
35999,,大埔,毋使聽該兜人个話，十嘴九屎胐，自家愛有主張。
26415,,大埔,毋知佢在該做麼个，歸日都當無閒。
28016,,大埔,毋知食著麼个，歸日肚屎溫溫溫溫，當毋鬆爽（快活）。
28108,,大埔,毋知食著麼个，歸日肚屎溫溫溫溫，當毋鬆爽。
28200,,大埔,毋知食著麼个，歸日肚屎溫溫溫溫，當毋鬆爽。
31218,,大埔,毋係你正有一千擔東西，吾屋家乜有。
31324,,大埔,毋係你正有一千擔東西，吾屋家乜有。
33073,,大埔,毋係你正有一千擔東西，吾屋家乜有。
33180,,大埔,毋係你正有一千擔東西，吾屋家乜有。
33290,,大埔,毋係你正有一千擔東西，吾屋家乜有。
8074,,大埔,毋堵好跌倒，手脛嗄斷撇。
25169,,大埔,毋會驚生份半息个細人，大家較愛揇。
9148,,大埔,毋管仰脣，你還係愛同𠊎𢯭手。
8220,,大埔,毋曉个字，使得自家查字典。
8856,,大埔,毋講話斯係表示無意見。
33931,,大埔,毋驚你財產多，後撐若係毋曉省儉啊，山都會食崩。
9873,,大埔,比禽獸還較慘！㓾死人毋知差。
8596,,大埔,比賽十分激烈。
11648,,大埔,比賽打頭名，厥心肝肚當暢。
